year,doy_start,date_start,date_end,region,chlor_a_n_pixels,sst_n_pixels,chlor_a_max,sst_max,chlor_a_mean,sst_mean,chlor_a_min,sst_min,chlor_a_std,sst_std,rainfall_mm_total_mean,rainfall_mm_total_min,rainfall_mm_total_max,rainfall_mm_max_daily,rainy_days_mean,rainfall_n_cells,hab_event_documented,hab_events_last_52w,bloom,bloom_or_documented
2020,1,2020-01-01,2020-01-08,Karnataka,1173.0,1219.0,56.6879,32.295,0.9942,29.129,0.1379,27.395,2.6326,0.278,0.113,0.0,2.647,2.647,0.03,117,0,0,0,0
2020,1,2020-01-01,2020-01-08,Kerala,5169.0,5504.0,24.519,33.49,0.3028,29.1795,0.0953,28.515,0.6803,0.3781,2.866,0.0,83.328,61.797,0.32,247,0,0,0,0
2020,9,2020-01-09,2020-01-16,Karnataka,1173.0,1212.0,8.3429,31.065,0.9948,28.8843,0.1758,26.645,1.2794,0.2867,0.0,0.0,0.0,0.0,0.0,117,0,0,0,0
2020,9,2020-01-09,2020-01-16,Kerala,4943.0,5471.0,62.4712,33.265,0.3754,29.0385,0.1057,27.38,1.4004,0.3914,0.0,0.0,0.0,0.0,0.0,247,0,0,0,0
2020,17,2020-01-17,2020-01-24,Karnataka,1170.0,1221.0,44.2032,29.41,1.2696,28.9282,0.1928,27.21,2.4131,0.2659,0.0,0.0,0.0,0.0,0.0,117,0,0,0,0
2020,17,2020-01-17,2020-01-24,Kerala,5439.0,5487.0,12.585,34.4,0.3357,29.3921,0.1216,25.785,0.6307,0.3805,1.349,0.0,20.522,20.522,0.17,247,0,0,0,0
2020,25,2020-01-25,2020-02-01,Karnataka,987.0,1203.0,5.7082,29.865,1.1797,28.9963,0.1383,27.665,1.2589,0.2938,0.0,0.0,0.0,0.0,0.0,117,0,0,0,0
2020,25,2020-01-25,2020-02-01,Kerala,4497.0,5472.0,5.4695,34.23,0.3287,29.1067,0.0957,28.05,0.5228,0.3709,0.0,0.0,0.0,0.0,0.0,247,0,0,0,0
2020,33,2020-02-02,2020-02-09,Karnataka,1158.0,1203.0,63.4821,29.225,1.1734,28.7194,0.1648,27.615,2.8766,0.2785,0.0,0.0,0.0,0.0,0.0,117,0,0,0,0
2020,33,2020-02-02,2020-02-09,Kerala,5066.0,5476.0,9.3939,34.455,0.3317,29.1825,0.0962,28.325,0.631,0.3844,1.474,0.0,24.497,18.929,0.21,247,0,0,0,0
2020,41,2020-02-10,2020-02-17,Karnataka,1135.0,1194.0,6.4544,30.325,0.8859,29.029,0.1535,26.64,1.0518,0.2904,0.0,0.0,0.0,0.0,0.0,117,0,0,0,0
2020,41,2020-02-10,2020-02-17,Kerala,5350.0,5475.0,5.2955,34.16,0.2977,29.2743,0.1194,28.24,0.5081,0.3261,0.581,0.0,36.0,36.0,0.04,247,0,0,0,0
2020,49,2020-02-18,2020-02-25,Karnataka,976.0,1184.0,3.4147,31.225,0.5266,29.7963,0.1411,27.2,0.5126,0.4763,0.0,0.0,0.0,0.0,0.0,117,0,0,0,0
2020,49,2020-02-18,2020-02-25,Kerala,4871.0,5464.0,41.646,34.89,0.2778,29.4434,0.0978,28.495,1.0244,0.4222,0.022,0.0,1.332,1.332,0.01,247,0,0,0,0
2020,57,2020-02-26,2020-03-04,Karnataka,,1199.0,,32.675,,29.6575,,28.48,,0.4274,4.286,0.0,31.264,30.898,0.73,117,0,0,,
2020,57,2020-02-26,2020-03-04,Kerala,1176.0,5473.0,1.1208,36.51,0.1901,29.6522,0.1194,28.175,0.0877,0.5228,6.885,0.0,35.829,35.829,1.06,247,0,0,0,0
2020,65,2020-03-05,2020-03-12,Karnataka,1172.0,1199.0,8.0193,33.665,1.0529,29.8322,0.1835,29.145,1.4182,0.3895,0.0,0.0,0.0,0.0,0.0,117,0,0,0,0
2020,65,2020-03-05,2020-03-12,Kerala,5154.0,5477.0,7.301,36.65,0.343,30.0819,0.0741,28.42,0.688,0.569,8.652,0.0,70.735,49.39,0.92,247,0,0,0,0
2020,73,2020-03-13,2020-03-20,Karnataka,1140.0,1185.0,7.4871,31.53,1.0933,29.9477,0.1878,28.785,1.3489,0.2185,0.401,0.0,10.524,9.773,0.12,117,0,0,0,0
2020,73,2020-03-13,2020-03-20,Kerala,4874.0,5477.0,6.1891,37.375,0.3187,30.0503,0.0896,28.84,0.5907,0.4099,0.804,0.0,19.204,19.204,0.17,247,0,0,0,0
2020,81,2020-03-21,2020-03-28,Karnataka,1138.0,1185.0,16.7203,32.81,1.0494,29.9518,0.2296,29.365,1.608,0.2657,1.838,0.0,32.219,21.986,0.49,117,0,0,0,0
2020,81,2020-03-21,2020-03-28,Kerala,4212.0,5464.0,16.7203,34.73,0.2815,30.593,0.0921,29.4,0.6762,0.3423,15.083,0.0,133.133,69.697,1.75,247,0,0,0,0
2020,89,2020-03-29,2020-04-05,Karnataka,888.0,1185.0,2.6138,34.465,0.4581,30.7211,0.2325,29.625,0.2937,0.3595,0.278,0.0,3.699,2.836,0.12,117,0,0,0,0
2020,89,2020-03-29,2020-04-05,Kerala,2769.0,5471.0,2.3717,39.055,0.2398,31.0616,0.1056,29.405,0.1728,0.6318,1.065,0.0,20.0,20.0,0.22,247,0,0,0,0
2020,97,2020-04-06,2020-04-13,Karnataka,33.0,1187.0,0.932,35.45,0.6991,31.2397,0.5308,30.095,0.1267,0.4315,24.089,0.0,152.236,133.271,2.6,117,0,0,0,0
2020,97,2020-04-06,2020-04-13,Kerala,3384.0,5478.0,3.0244,37.685,0.2349,31.4443,0.1087,29.83,0.2088,0.6407,35.819,0.296,110.899,50.162,3.38,247,0,0,0,0
2020,105,2020-04-14,2020-04-21,Karnataka,73.0,1187.0,0.3954,35.045,0.2505,31.5274,0.1938,30.735,0.05,0.3225,7.699,0.0,36.693,27.991,1.12,117,0,0,0,0
2020,105,2020-04-14,2020-04-21,Kerala,4690.0,5471.0,4.6017,38.24,0.2817,32.276,0.1068,30.39,0.387,0.554,9.778,0.0,70.522,31.847,1.46,247,0,0,0,0
2020,113,2020-04-22,2020-04-29,Karnataka,95.0,1144.0,4.9068,36.09,0.7189,31.0111,0.2522,29.825,0.9822,0.4922,20.077,0.0,81.712,62.281,2.3,117,0,0,0,0
2020,113,2020-04-22,2020-04-29,Kerala,1210.0,4172.0,0.4014,38.325,0.2189,31.142,0.1612,29.425,0.0306,0.5219,45.363,3.229,151.489,111.095,3.89,247,0,0,0,0
2020,121,2020-04-30,2020-05-07,Karnataka,,1165.0,,36.625,,30.7583,,29.335,,0.7027,28.384,0.875,76.12,59.47,3.57,117,0,0,,
2020,121,2020-04-30,2020-05-07,Kerala,1256.0,5438.0,4.7396,36.175,0.5144,31.0702,0.1479,28.215,0.7136,0.6647,28.088,0.0,141.793,47.01,3.29,247,0,0,0,0
2020,129,2020-05-08,2020-05-15,Karnataka,,1099.0,,37.265,,30.9447,,28.715,,0.791,39.438,0.412,121.129,50.38,3.86,117,0,0,,
2020,129,2020-05-08,2020-05-15,Kerala,317.0,4577.0,4.6876,35.985,0.6083,31.1442,0.1722,27.26,0.6566,0.4904,39.797,0.0,186.144,85.354,3.59,247,0,0,0,0
2020,137,2020-05-16,2020-05-23,Karnataka,,1140.0,,32.07,,30.6095,,28.695,,0.4287,39.36,0.0,121.29,89.267,2.77,117,0,0,,
2020,137,2020-05-16,2020-05-23,Kerala,197.0,3444.0,6.6559,32.905,1.343,30.0999,0.198,27.96,1.7533,0.6907,64.552,0.48,245.185,118.006,3.92,247,0,0,0,0
2020,145,2020-05-24,2020-05-31,Karnataka,80.0,1170.0,2.3889,32.705,0.7254,30.3177,0.2692,29.17,0.4841,0.4311,21.091,0.145,67.124,39.803,2.34,117,0,0,0,0
2020,145,2020-05-24,2020-05-31,Kerala,1464.0,4901.0,41.9387,36.38,0.8926,30.2985,0.1572,27.635,2.2366,0.6868,49.134,2.099,152.461,83.368,4.26,247,0,0,0,0
2020,153,2020-06-01,2020-06-08,Karnataka,,528.0,,32.9,,29.1499,,26.915,,0.7293,109.161,7.396,365.048,112.832,5.84,117,0,0,,
2020,153,2020-06-01,2020-06-08,Kerala,701.0,1770.0,1.5274,31.085,0.3181,29.8565,0.1847,27.915,0.1983,0.6547,118.26,0.646,457.276,118.397,6.1,247,0,0,0,0
2020,161,2020-06-09,2020-06-16,Karnataka,1.0,53.0,0.4431,29.74,0.4431,28.8524,0.4431,28.41,0.0,0.3443,131.406,3.251,403.296,132.84,6.16,117,0,0,0,0
2020,161,2020-06-09,2020-06-16,Kerala,1190.0,2346.0,21.2873,33.23,0.6373,29.5012,0.1979,27.005,1.5701,0.7876,84.738,0.77,289.776,82.558,5.47,247,0,0,0,0
2020,169,2020-06-17,2020-06-24,Karnataka,240.0,671.0,3.5432,30.795,0.7253,28.7754,0.175,27.915,0.8183,0.4031,140.567,1.284,508.635,147.732,5.92,117,0,0,0,0
2020,169,2020-06-17,2020-06-24,Kerala,348.0,2065.0,8.9821,31.01,1.0218,28.9652,0.1751,26.15,1.0604,0.7255,88.672,0.0,322.986,180.127,5.51,247,0,0,0,0
2020,177,2020-06-25,2020-07-02,Karnataka,575.0,804.0,9.7425,32.59,1.7171,29.1211,0.1424,26.745,2.0366,0.6066,77.287,5.031,266.754,111.407,5.48,117,0,0,0,0
2020,177,2020-06-25,2020-07-02,Kerala,1392.0,1884.0,44.7867,33.35,1.204,28.545,0.1214,26.005,2.1676,0.806,88.468,1.396,276.0,157.322,6.06,247,0,0,0,0
2020,185,2020-07-03,2020-07-10,Karnataka,,6.0,,28.805,,28.4508,,28.17,,0.2407,230.654,8.539,640.508,173.409,7.28,117,0,0,,
2020,185,2020-07-03,2020-07-10,Kerala,107.0,2016.0,15.3881,32.105,4.4316,29.0367,0.1186,26.09,3.3183,0.8255,140.071,7.697,422.497,108.831,6.78,247,0,0,1,1
2020,193,2020-07-11,2020-07-18,Karnataka,10.0,100.0,0.2295,29.32,0.2028,28.1662,0.1805,27.16,0.0163,0.4088,171.078,8.876,507.124,165.347,6.28,117,0,0,0,0
2020,193,2020-07-11,2020-07-18,Kerala,1915.0,2296.0,36.6941,32.105,1.7306,29.2909,0.088,25.66,3.3022,1.0518,94.569,0.0,356.254,123.973,5.48,247,0,0,0,0
2020,201,2020-07-19,2020-07-26,Karnataka,288.0,831.0,13.7147,31.235,2.7795,28.6246,0.0967,26.585,3.3475,0.6096,69.932,7.339,205.218,142.019,5.4,117,0,0,1,1
2020,201,2020-07-19,2020-07-26,Kerala,1101.0,2698.0,33.2257,32.31,2.6755,28.2351,0.0967,26.025,3.1425,0.6731,70.962,7.0,222.387,113.542,5.66,247,0,0,1,1
2020,209,2020-07-27,2020-08-03,Karnataka,258.0,442.0,18.4531,30.405,0.5022,28.8864,0.1661,27.515,1.6746,0.5216,127.803,11.356,442.764,144.646,6.17,117,0,0,0,0
2020,209,2020-07-27,2020-08-03,Kerala,1973.0,3361.0,86.0521,30.415,3.2204,28.8197,0.1106,25.65,7.3104,0.6463,152.038,2.569,523.4,191.0,5.96,247,0,0,1,1
2020,217,2020-08-04,2020-08-11,Karnataka,,2.0,,27.02,,27.02,,27.02,,0.0,415.535,25.018,1097.506,264.182,7.75,117,0,0,,
2020,217,2020-08-04,2020-08-11,Kerala,863.0,2118.0,43.4313,28.53,2.4506,27.1508,0.3738,25.06,3.0542,0.8809,360.901,12.744,1240.281,318.741,7.41,247,0,0,1,1
2020,225,2020-08-12,2020-08-19,Karnataka,,133.0,,28.4,,27.6158,,26.12,,0.4661,152.039,12.959,624.536,155.46,6.95,117,0,0,,
2020,225,2020-08-12,2020-08-19,Kerala,796.0,1366.0,33.4979,28.785,7.1612,27.2029,0.3434,24.89,7.1042,0.5529,50.401,0.0,273.806,75.744,4.56,247,1,1,1,1
2020,233,2020-08-20,2020-08-27,Karnataka,,,,,,,,,,,72.167,1.212,428.82,127.584,4.77,117,0,0,,
2020,233,2020-08-20,2020-08-27,Kerala,202.0,592.0,7.5947,30.765,0.7307,28.2942,0.3528,26.385,0.7296,0.822,18.823,0.0,120.685,63.937,2.71,247,0,1,0,0
2020,241,2020-08-28,2020-09-04,Karnataka,1065.0,1188.0,22.0995,31.81,1.449,28.8092,0.1572,27.555,1.9645,0.4385,69.946,18.252,305.106,91.612,4.66,117,0,0,0,0
2020,241,2020-08-28,2020-09-04,Kerala,3290.0,4333.0,65.3258,32.565,1.5707,28.6598,0.141,26.11,3.1355,0.5085,48.898,3.414,126.2,63.671,3.66,247,0,1,0,0
2020,249,2020-09-05,2020-09-12,Karnataka,1078.0,1210.0,5.1371,33.455,0.9667,29.1719,0.1921,27.805,0.9493,0.5655,134.953,23.207,435.744,250.984,6.27,117,0,0,0,0
2020,249,2020-09-05,2020-09-12,Kerala,928.0,2414.0,6.3172,36.45,1.0479,28.4526,0.1811,26.455,1.0316,0.7251,175.116,9.074,761.448,176.285,6.53,247,0,1,0,0
2020,257,2020-09-13,2020-09-20,Karnataka,2.0,225.0,4.918,30.85,4.918,28.2968,4.918,26.435,0.0,0.5336,167.39,11.2,518.719,268.688,6.59,117,0,0,1,1
2020,257,2020-09-13,2020-09-20,Kerala,514.0,3096.0,7.2168,29.105,2.3833,28.085,0.3277,25.815,1.3716,0.4311,155.051,3.749,427.741,160.489,6.82,247,0,1,1,1
2020,265,2020-09-21,2020-09-28,Karnataka,87.0,1055.0,1.3903,31.03,0.7039,28.1435,0.3788,26.15,0.2209,0.6967,125.468,4.006,455.545,208.841,5.58,117,0,0,0,0
2020,265,2020-09-21,2020-09-28,Kerala,1923.0,4598.0,68.9265,31.835,2.1658,28.3376,0.1821,25.8,4.8535,0.615,76.488,1.247,222.336,93.991,4.54,247,0,1,1,1
2020,273,2020-09-29,2020-10-06,Karnataka,877.0,1156.0,28.5085,31.08,1.7399,28.7023,0.2572,26.78,2.3036,0.5281,15.786,0.0,78.8,63.909,2.73,117,0,0,0,0
2020,273,2020-09-29,2020-10-06,Kerala,4286.0,5476.0,79.233,34.265,2.0091,28.5541,0.1155,25.69,4.5648,0.5579,15.371,0.0,80.714,44.131,2.29,247,0,1,1,1
2020,281,2020-10-07,2020-10-14,Karnataka,,943.0,,31.21,,28.517,,26.955,,0.5432,103.113,23.005,286.796,178.862,5.78,117,0,0,,
2020,281,2020-10-07,2020-10-14,Kerala,747.0,3339.0,5.5466,30.895,0.9971,28.4826,0.1458,25.655,0.6114,0.7862,109.362,10.845,240.876,105.928,5.91,247,0,1,0,0
2020,289,2020-10-15,2020-10-22,Karnataka,258.0,1229.0,15.8641,32.04,4.35,27.6237,1.0669,26.39,2.4491,0.7789,85.958,17.702,203.432,159.625,4.35,117,0,0,1,1
2020,289,2020-10-15,2020-10-22,Kerala,1756.0,5305.0,34.4899,33.695,2.0291,28.3275,0.179,26.19,3.12,0.6314,49.18,0.8,132.889,76.542,4.64,247,0,1,1,1
2020,297,2020-10-23,2020-10-30,Karnataka,899.0,1237.0,26.1011,31.5,2.3546,29.5558,0.3475,27.72,2.8272,0.4899,18.824,0.0,111.225,68.21,2.47,117,0,0,1,1
2020,297,2020-10-23,2020-10-30,Kerala,5177.0,5498.0,77.188,33.5,2.1601,29.5873,0.1217,27.14,4.1276,0.687,11.408,0.0,78.553,55.573,1.67,247,0,1,1,1
2020,305,2020-10-31,2020-11-07,Karnataka,532.0,1216.0,85.7892,31.635,5.6984,29.4225,0.334,27.425,11.2587,0.5565,11.1,0.0,110.389,56.535,1.34,117,0,0,1,1
2020,305,2020-10-31,2020-11-07,Kerala,4585.0,5503.0,85.7892,34.27,1.3842,30.1029,0.1381,27.905,3.5091,0.4738,33.226,0.0,185.28,94.317,3.03,247,0,1,0,0
2020,313,2020-11-08,2020-11-15,Karnataka,1160.0,1226.0,84.8952,33.355,8.0342,29.2926,0.2257,27.08,9.7986,0.5572,3.912,0.0,27.506,27.506,0.52,117,0,0,1,1
2020,313,2020-11-08,2020-11-15,Kerala,2418.0,5403.0,74.168,33.755,1.9456,29.7122,0.1777,27.68,5.1121,0.3865,15.04,0.0,67.721,48.882,1.75,247,0,1,0,0
2020,321,2020-11-16,2020-11-23,Karnataka,1087.0,1180.0,86.1992,30.95,8.1103,29.5892,0.2284,26.465,16.3053,0.4772,5.16,0.0,27.117,21.978,0.97,117,0,0,1,1
2020,321,2020-11-16,2020-11-23,Kerala,5343.0,5493.0,53.464,34.265,1.1393,29.9074,0.1696,26.03,3.1961,0.4695,37.889,0.0,126.717,68.127,2.9,247,0,1,0,0
2020,329,2020-11-24,2020-12-01,Karnataka,1142.0,1230.0,81.1724,34.045,4.4823,29.8022,0.3329,26.46,7.9553,0.4987,0.18,0.0,5.165,5.165,0.05,117,0,0,1,1
2020,329,2020-11-24,2020-12-01,Kerala,5346.0,5508.0,62.7687,33.92,0.632,29.9749,0.1318,28.665,1.7337,0.4043,9.785,0.0,74.83,63.952,1.27,247,0,1,0,0
2020,337,2020-12-02,2020-12-09,Karnataka,1157.0,1189.0,71.8527,33.385,3.0567,29.7669,0.2441,26.44,6.0412,0.432,9.076,0.0,37.472,31.33,1.02,117,0,0,1,1
2020,337,2020-12-02,2020-12-09,Kerala,5139.0,5387.0,14.5983,33.585,0.411,29.7699,0.0912,28.055,0.6475,0.3281,29.301,1.571,132.436,48.418,3.6,247,0,1,0,0
2020,345,2020-12-10,2020-12-17,Karnataka,752.0,1240.0,63.6765,35.235,1.3639,29.8964,0.193,27.675,4.0294,0.5292,3.549,0.0,59.035,55.583,0.5,117,0,0,0,0
2020,345,2020-12-10,2020-12-17,Kerala,4407.0,5451.0,6.6226,33.72,0.4238,29.5353,0.1071,27.46,0.6382,0.4882,5.924,0.0,59.035,55.583,0.92,247,0,1,0,0
2020,353,2020-12-18,2020-12-25,Karnataka,1077.0,1233.0,6.055,34.335,0.9847,29.3241,0.2783,26.46,1.1225,0.4504,1.107,0.0,19.569,19.569,0.19,117,0,0,0,0
2020,353,2020-12-18,2020-12-25,Kerala,4307.0,5489.0,15.5501,34.02,0.3956,29.566,0.1344,26.51,0.578,0.5007,4.722,0.0,34.394,30.3,0.8,247,0,1,0,0
2020,361,2020-12-26,2020-12-31,Karnataka,1170.0,1214.0,7.4382,30.325,0.77,29.5245,0.1804,27.02,1.0067,0.4416,0.015,0.0,0.939,0.939,0.0,117,0,0,0,0
2020,361,2020-12-26,2020-12-31,Kerala,4049.0,5411.0,5.652,33.29,0.3902,29.626,0.1508,26.505,0.5896,0.4491,1.135,0.0,18.167,18.167,0.3,247,0,1,0,0
2021,1,2021-01-01,2021-01-08,Karnataka,1180.0,1227.0,8.8812,32.85,0.7928,29.9483,0.1626,26.495,1.0712,0.419,41.866,1.959,182.67,92.4,2.67,117,0,0,0,0
2021,1,2021-01-01,2021-01-08,Kerala,4571.0,5303.0,15.2463,33.58,0.3971,29.983,0.1416,27.71,0.6717,0.4556,52.493,4.295,150.053,120.192,3.45,247,0,1,0,0
2021,9,2021-01-09,2021-01-16,Karnataka,1028.0,1214.0,6.5331,33.32,0.8419,29.8347,0.1475,27.04,1.196,0.4498,14.197,0.0,100.945,100.945,1.19,117,0,0,0,0
2021,9,2021-01-09,2021-01-16,Kerala,3124.0,4176.0,5.3208,33.035,0.3044,29.159,0.0959,24.59,0.3512,0.6184,26.449,0.0,133.002,62.992,3.12,247,0,1,0,0
2021,17,2021-01-17,2021-01-24,Karnataka,1142.0,1212.0,6.75,34.415,0.8461,29.1852,0.154,26.47,1.1896,0.3537,2.048,0.0,24.523,24.523,0.24,117,0,0,0,0
2021,17,2021-01-17,2021-01-24,Kerala,5195.0,5496.0,6.2593,33.76,0.3178,28.9597,0.1256,27.9,0.3833,0.4212,1.898,0.0,52.2,42.2,0.4,247,0,1,0,0
2021,25,2021-01-25,2021-02-01,Karnataka,,1203.0,,29.83,,29.1909,,26.32,,0.296,0.0,0.0,0.0,0.0,0.0,117,0,0,,
2021,25,2021-01-25,2021-02-01,Kerala,,5475.0,,34.325,,28.9324,,26.06,,0.4022,0.043,0.0,1.425,1.425,0.02,247,0,1,,
2021,33,2021-02-02,2021-02-09,Karnataka,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,117,0,0,,
2021,33,2021-02-02,2021-02-09,Kerala,,,,,,,,,,,0.02,0.0,0.584,0.584,0.0,247,0,1,,
2021,41,2021-02-10,2021-02-17,Karnataka,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,117,0,0,,
2021,41,2021-02-10,2021-02-17,Kerala,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,247,0,1,,
2021,49,2021-02-18,2021-02-25,Karnataka,,,,,,,,,,,21.694,0.187,86.483,42.2,2.86,117,0,0,,
2021,49,2021-02-18,2021-02-25,Kerala,,,,,,,,,,,10.419,0.0,113.464,63.709,1.66,247,0,1,,
2021,57,2021-02-26,2021-03-05,Karnataka,432.0,1193.0,0.6461,31.065,0.2112,29.8749,0.1681,28.955,0.0374,0.3027,0.018,0.0,0.68,0.68,0.0,117,0,0,0,0
2021,57,2021-02-26,2021-03-05,Kerala,3610.0,5472.0,1.3513,35.72,0.1973,29.8367,0.1267,29.16,0.0861,0.2687,1.639,0.0,27.328,27.14,0.26,247,0,1,0,0
2021,65,2021-03-06,2021-03-13,Karnataka,769.0,1196.0,3.464,32.565,0.3693,29.8123,0.1361,28.895,0.4006,0.315,0.813,0.0,7.835,7.835,0.2,117,0,0,0,0
2021,65,2021-03-06,2021-03-13,Kerala,4927.0,5470.0,4.3945,35.255,0.2508,30.3885,0.1032,29.355,0.3598,0.3453,13.381,0.0,110.65,85.923,1.34,247,0,1,0,0
2021,73,2021-03-14,2021-03-21,Karnataka,735.0,1190.0,5.343,35.555,0.3028,30.7173,0.1441,29.05,0.4781,0.3804,0.593,0.0,7.602,7.602,0.17,117,0,0,0,0
